name,code,ean,description,photos,category_path,category_name,price_net,tax,price_gross,currency,is_available,stock,availability_date,base_unit_of_measure,items_in_package_count,has_carton_packaging,base_units_in_carton_count,hs_code,country_of_origin,width_cm,height_cm,depth_cm,weight_kg,remarks
"Tulle Plain, light pink, 0.08 x 20m",TIU8-081,5902230711150,"Tulle Plain, light pink, on a roll, size 0.08x20 meters.",https://shop.partydeco.pl/media/products/a6f996b1915f1c71c507b899ab9f593a/images/TIU8-081_01_S.jpg;https://shop.partydeco.pl/media/products/a6f996b1915f1c71c507b899ab9f593a/images/TIU8-081_02_S.jpg;https://shop.partydeco.pl/media/products/a6f996b1915f1c71c507b899ab9f593a/images/TIU8-081_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",1.45,23,1.78,PLN,1,300,,PC,1,1,100,58041090,CHN,6,6,8,0.0232,
"Tulle Plain, light pink, 0.08 x 20m",TIU8-081J,5902230711167,"Tulle Plain, light pink, on a roll, size 0.08x20 meters.",https://shop.partydeco.pl/media/products/c10936d1c35abbd2c710679646e443ea/images/TIU8-081J_01_S.jpg;https://shop.partydeco.pl/media/products/c10936d1c35abbd2c710679646e443ea/images/TIU8-081J_02_S.jpg;https://shop.partydeco.pl/media/products/c10936d1c35abbd2c710679646e443ea/images/TIU8-081J_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",1.45,23,1.78,PLN,1,300,,PC,1,1,100,58041090,CHN,6,6,8,0.0232,
"Tulle Plain, grey, 0.08 x 20m",TIU8-091,5902230711228,"Tulle Plain, grey, on a roll, size 0.08x20 meters.",https://shop.partydeco.pl/media/products/8ac859111d79e0567c4495eeda6250eb/images/TIU8-091_01_S.jpg;https://shop.partydeco.pl/media/products/8ac859111d79e0567c4495eeda6250eb/images/TIU8-091_02_S.jpg;https://shop.partydeco.pl/media/products/8ac859111d79e0567c4495eeda6250eb/images/TIU8-091_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",1.40,23,1.72,PLN,1,300,,PC,1,1,100,58041090,CHN,6,6,8,0.0232,
"Tulle Plain, light green, 0.08 x 20m",TIU8-102,5902230711242,"Tulle Plain, light green, on a roll, size 0.08x20 meters.",https://shop.partydeco.pl/media/products/7a14747d53b6279199e0f528a436987d/images/TIU8-102_01_S.jpg;https://shop.partydeco.pl/media/products/7a14747d53b6279199e0f528a436987d/images/TIU8-102_02_S.jpg;https://shop.partydeco.pl/media/products/7a14747d53b6279199e0f528a436987d/images/TIU8-102_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",1.40,23,1.72,PLN,1,300,,PC,1,1,100,58041090,CHN,6,6,8,0.0232,
"Tulle Plain, mint, 0.08 x 20m",TIU8-103,5902230711259,"Tulle Plain, mint, on a roll, size 0.08x20 meters.",https://shop.partydeco.pl/media/products/2e4b7fbfcddbe87af013dfd5a5a04b83/images/TIU8-103_01_S.jpg;https://shop.partydeco.pl/media/products/2e4b7fbfcddbe87af013dfd5a5a04b83/images/TIU8-103_02_S.jpg;https://shop.partydeco.pl/media/products/2e4b7fbfcddbe87af013dfd5a5a04b83/images/TIU8-103_03_S.jpg,"Products > Tapes / Fabrics > Tulle > Tulle plain","Tulle plain",1.40,23,1.72,PLN,1,252,,PC,1,1,100,58041090,CHN,6,6,8,0.0232,
"Wedding basket for rose petals or coins, white",KOS1,5902230712423,"Wedding basket for rose petals or coins, white, decorated, height approx. 26 centimeters.",https://shop.partydeco.pl/media/products/0743897d000a222e08b99f82272c2aad/images/KOS1_01_S.jpg;https://shop.partydeco.pl/media/products/0743897d000a222e08b99f82272c2aad/images/KOS1_02_S.jpg,"Products > Rose petals / Feathers > Rose petals","Rose petals",18.52,23,22.78,PLN,1,300,,PC,1,1,12,95059000,CHN,13.7,13.7,33.3,0.12795,
"Hanging decorations Swirls, blue (1 pkt / 5 pc.)",SWID20-001,5902230709492,"Hanging decorations Swirls, blue, length approximately 60 centimeters.<BR>(1 pkt / 5 pc.)",https://shop.partydeco.pl/media/products/537ffcd7e6eabac395fd900cde24c234/images/SWID20-001_01_S.jpg;https://shop.partydeco.pl/media/products/537ffcd7e6eabac395fd900cde24c234/images/SWID20-001_02_S.jpg;https://shop.partydeco.pl/media/products/537ffcd7e6eabac395fd900cde24c234/images/SWID20-001_03_S.jpg,,,2.44,23,3.00,PLN,1,300,,PK,5,1,50,95059000,CHN,15.7,0.2,23.7,0.0258,
"Balloons 30cm, Hearts, Crystal Clear (1 pkt / 50 pc.)",SB14C-228-099W,5902230799042,"Strong Balloons Hearts, Crystal Clear with white, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/0b2fb0c4c01c69e6cf16601a68e4b5ff/images/SB14C-228-099W_01_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,231,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Stars, Crystal Clear (1 pkt / 50 pc.)",SB14C-257-099S,5902230798885,"Strong Balloons Stars, Crystal Clear, with silver, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/59f3512efca0aab1038dbfb1dfa633ae/images/SB14C-257-099S_01_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,89,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Stars, Crystal Clear (1 pkt / 50 pc.)",SB14C-257-099G,5902230798878,"Strong Balloons Stars, Crystal Clear, with gold, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/d40d5e19e492ec9a0ee5adaa2d3845fe/images/SB14C-257-099G_01_S.jpg;https://shop.partydeco.pl/media/products/d40d5e19e492ec9a0ee5adaa2d3845fe/images/SB14C-257-099G_02_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,108,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Hearts, Crystal Clear (1 pkt / 50 pc.)",SB14C-228-099S,5902230798854,"Strong Balloons Hearts, Crystal Clear with silver, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/8628e601727f26868e85bd13e23deecd/images/SB14C-228-099S_01_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,95,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Hearts, Crystal Clear (1 pkt / 50 pc.)",SB14C-228-099R,5902230798847,"Strong Balloons Hearts, Crystal Clear with red, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/6c14ba2b3f889b0b68225f265047516a/images/SB14C-228-099R_01_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,193,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Hearts, Crystal Clear (1 pkt / 50 pc.)",SB14C-228-099P,5902230798830,"Strong Balloons Hearts, Crystal Clear with light pink, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/6f0ca94b08e289b599a2327fd8416f12/images/SB14C-228-099P_01_S.jpg;https://shop.partydeco.pl/media/products/6f0ca94b08e289b599a2327fd8416f12/images/SB14C-228-099P_02_S.jpg;https://shop.partydeco.pl/media/products/6f0ca94b08e289b599a2327fd8416f12/images/SB14C-228-099P_03_S.jpg;https://shop.partydeco.pl/media/products/6f0ca94b08e289b599a2327fd8416f12/images/SB14C-228-099P_04_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,79,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Hearts, Crystal Clear (1 pkt / 50 pc.)",SB14C-228-099MI,5902230798823,"Strong Balloons Hearts, Crystal Clear with mint, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/0871fa4055f4fe012e3972331e42908b/images/SB14C-228-099MI_01_S.jpg;https://shop.partydeco.pl/media/products/0871fa4055f4fe012e3972331e42908b/images/SB14C-228-099MI_02_S.jpg;https://shop.partydeco.pl/media/products/0871fa4055f4fe012e3972331e42908b/images/SB14C-228-099MI_03_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,101,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Hearts, Crystal Clear (1 pkt / 50 pc.)",SB14C-228-099M,5902230798816,"Strong Balloons Hearts, Crystal Clear with fuchsia, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/e5f2ce273a0e37748b7d22f858ad3d6d/images/SB14C-228-099M_01_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,129,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Hearts, Crystal Clear (1 pkt / 50 pc.)",SB14C-228-099G,5902230798809,"Strong Balloons Hearts, Crystal Clear with gold, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/6eebc5fde1e01c8dbf53ac1c519c9e40/images/SB14C-228-099G_01_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,0,0,2021-04-09,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Hearts, Crystal Clear (1 pkt / 50 pc.)",SB14C-228-099B,5902230798151,"Strong Balloons Hearts, Crystal Clear with sky-blue, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/32f8476616a12495d3656ef0bc8cfc90/images/SB14C-228-099B_01_S.jpg;https://shop.partydeco.pl/media/products/32f8476616a12495d3656ef0bc8cfc90/images/SB14C-228-099B_02_S.jpg;https://shop.partydeco.pl/media/products/32f8476616a12495d3656ef0bc8cfc90/images/SB14C-228-099B_03_S.jpg;https://shop.partydeco.pl/media/products/32f8476616a12495d3656ef0bc8cfc90/images/SB14C-228-099B_04_S.jpg;https://shop.partydeco.pl/media/products/32f8476616a12495d3656ef0bc8cfc90/images/SB14C-228-099B_05_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,153,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Dots, Crystal Clear (1 pkt / 50 pc.)",SB14C-223-099S,5902230797871,"Strong Balloons Dots, Crystal Clear with silver, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/449c3956de51ac344508f074ac255a76/images/SB14C-223-099S_01_S.jpg;https://shop.partydeco.pl/media/products/449c3956de51ac344508f074ac255a76/images/SB14C-223-099S_02_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,68,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Balloons 30cm, Dots, Crystal Clear (1 pkt / 50 pc.)",SB14C-223-099G,5902230797598,"Strong Balloons Dots, Crystal Clear with gold, five-sided print, diameter 30 centimeters.<BR>(1 pkt / 50 pc.)",https://shop.partydeco.pl/media/products/e3277c1e78dac17ec20811512ffb8957/images/SB14C-223-099G_01_S.jpg,"Products > Latex Balloons > Balloons with print","Balloons with print",26.63,23,32.75,PLN,1,158,,PK,50,0,0,95030099,POL,19.9,3.5,30.4,0.2017,
"Boxes with a cloud Sweets, mix, 6 x 5.5 x 4cm (1 pkt / 6 pc.)",PUDP14,5902230705272,"Boxes with a cloud Sweets, with a self-adhesive cloud, mix of designs, sizes 6x5.5x4 centimeters.<BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/4d9befe78f47398280d71e74cd7e8074/images/PUDP14_01_S.jpg;https://shop.partydeco.pl/media/products/4d9befe78f47398280d71e74cd7e8074/images/PUDP14_02_S.jpg;https://shop.partydeco.pl/media/products/4d9befe78f47398280d71e74cd7e8074/images/PUDP14_03_S.jpg;https://shop.partydeco.pl/media/products/4d9befe78f47398280d71e74cd7e8074/images/PUDP14_04_S.jpg;https://shop.partydeco.pl/media/products/4d9befe78f47398280d71e74cd7e8074/images/PUDP14_05_S.jpg;https://shop.partydeco.pl/media/products/4d9befe78f47398280d71e74cd7e8074/images/PUDP14_06_S.jpg;https://shop.partydeco.pl/media/products/4d9befe78f47398280d71e74cd7e8074/images/PUDP14_07_S.jpg;https://shop.partydeco.pl/media/products/4d9befe78f47398280d71e74cd7e8074/images/PUDP14_08_S.jpg;https://shop.partydeco.pl/media/products/4d9befe78f47398280d71e74cd7e8074/images/_sweets_S.jpg,"Products > Boxes / Pouches > Guests gifts","Guests gifts",4.18,23,5.14,PLN,1,300,,PK,6,1,30,48191000,POL,13,0.6,20.4,0.02915,
"Mask Horned Owl, 28 x 23 cm",MASP6,5902230709836,"Mask Horned Owl, made of paper, with an elastic band, size approximately 28x23 centimeters.",https://shop.partydeco.pl/media/products/f4fef7cbe8fcac2c6a1203cbc0b6eae9/images/MASP6_01_S.jpg;https://shop.partydeco.pl/media/products/f4fef7cbe8fcac2c6a1203cbc0b6eae9/images/MASP6_03_S.jpg;https://shop.partydeco.pl/media/products/f4fef7cbe8fcac2c6a1203cbc0b6eae9/images/MASP6_04_S.jpg;https://shop.partydeco.pl/media/products/f4fef7cbe8fcac2c6a1203cbc0b6eae9/images/MASP6_05_S.jpg,"Products > Costumes and accessories > Masks",Masks,1.73,23,2.13,PLN,1,111,,PC,1,1,40,95059000,POL,28,0.2,30,0.02695,
"Mask Wolf, 28 x 32cm",MASP7,5902230709843,"Mask Wolf, made of paper, with an elastic band, size approximately approximately 28x32 centimeters.",https://shop.partydeco.pl/media/products/486a8431c8b662868d564c4ff59cfcdf/images/MASP7_01_S.jpg;https://shop.partydeco.pl/media/products/486a8431c8b662868d564c4ff59cfcdf/images/MASP7_03_S.jpg;https://shop.partydeco.pl/media/products/486a8431c8b662868d564c4ff59cfcdf/images/MASP7_04_S.jpg;https://shop.partydeco.pl/media/products/486a8431c8b662868d564c4ff59cfcdf/images/MASP7_05_S.jpg;https://shop.partydeco.pl/media/products/486a8431c8b662868d564c4ff59cfcdf/images/MASP7_06_S.jpg;https://shop.partydeco.pl/media/products/486a8431c8b662868d564c4ff59cfcdf/images/MASP7_07_S.jpg,"Products > Costumes and accessories > Masks",Masks,2.88,23,3.54,PLN,1,95,,PC,1,1,40,95059000,POL,28,0.2,38.3,0.03045,
"Paper garland Sweets, 1.8m",FLG4,5902230705227,"Paper garland Sweets, mix of designs, size 15 centimeters x 1.8 meters.",https://shop.partydeco.pl/media/products/f7a50472bed7b1a9583d66dcd7c6ba32/images/FLG4_01_S.jpg;https://shop.partydeco.pl/media/products/f7a50472bed7b1a9583d66dcd7c6ba32/images/FLG4_02_S.jpg;https://shop.partydeco.pl/media/products/f7a50472bed7b1a9583d66dcd7c6ba32/images/FLG4_03_S.jpg;https://shop.partydeco.pl/media/products/f7a50472bed7b1a9583d66dcd7c6ba32/images/FLG4_04_S.jpg;https://shop.partydeco.pl/media/products/f7a50472bed7b1a9583d66dcd7c6ba32/images/_sweets_S.jpg,"Products > Garlands / Tassels > Paper and wooden garlands","Paper and wooden garlands",3.90,23,4.80,PLN,1,161,,PC,1,1,30,95059000,POL,14,0.5,21.3,0.0248,
"Cupcake Toppers Mini Flags Ladybug, mix, 7cm (1 pkt / 6 pc.)",FPM2,5902230710603,"Cupcake Toppers Mini Flags Ladybug, mix of designs, height 7 centimeters.<BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/a3bf2421336defc1dfdfb8b95125a6f1/images/FPM2_01_S.jpg;https://shop.partydeco.pl/media/products/a3bf2421336defc1dfdfb8b95125a6f1/images/FPM2_02_S.jpg;https://shop.partydeco.pl/media/products/a3bf2421336defc1dfdfb8b95125a6f1/images/FPM2_03_S.jpg;https://shop.partydeco.pl/media/products/a3bf2421336defc1dfdfb8b95125a6f1/images/FPM2_04_S.jpg;https://shop.partydeco.pl/media/products/a3bf2421336defc1dfdfb8b95125a6f1/images/FPM2_05_S.jpg;https://shop.partydeco.pl/media/products/a3bf2421336defc1dfdfb8b95125a6f1/images/FPM2_06_S.jpg;https://shop.partydeco.pl/media/products/a3bf2421336defc1dfdfb8b95125a6f1/images/FPM2_07_S.jpg;https://shop.partydeco.pl/media/products/a3bf2421336defc1dfdfb8b95125a6f1/images/FPM2_08_S.jpg;https://shop.partydeco.pl/media/products/a3bf2421336defc1dfdfb8b95125a6f1/images/_biedronka_S.jpg,"Products > Figurines / Toppers / Cake and cupcake accessories > Cake and cupcake toppers","Cake and cupcake toppers",1.43,23,1.76,PLN,1,280,,PK,6,1,50,95059000,POL,8,0.5,10,0.003,
"Mask Bear, 31 x 31cm",MASP2,5902230709799,"Mask Bear, made of paper, with an elastic band, size approximately 31x31 centimeters.",https://shop.partydeco.pl/media/products/1039bd1a4573211e01fb910e60158d39/images/MASP2_01_S.jpg;https://shop.partydeco.pl/media/products/1039bd1a4573211e01fb910e60158d39/images/MASP2_03_S.jpg;https://shop.partydeco.pl/media/products/1039bd1a4573211e01fb910e60158d39/images/MASP2_04_S.jpg;https://shop.partydeco.pl/media/products/1039bd1a4573211e01fb910e60158d39/images/MASP2_05_S.jpg;https://shop.partydeco.pl/media/products/1039bd1a4573211e01fb910e60158d39/images/MASP2_06_S.jpg;https://shop.partydeco.pl/media/products/1039bd1a4573211e01fb910e60158d39/images/MASP2_07_S.jpg;https://shop.partydeco.pl/media/products/1039bd1a4573211e01fb910e60158d39/images/MASP2_08_S.jpg,"Products > Costumes and accessories > Masks",Masks,2.88,23,3.54,PLN,1,65,,PC,1,1,40,95059000,POL,31,0.2,38.5,0.0383,
"Decorative boxes for popcorn - Little Plane, mix, 7.5 x 7.5 x 12.5 cm (1 pkt / 6 pc.)",POP7,5902230712287,"Decorative boxes for popcorn - Little Plane, mix of designs, 7.5x7.5x12.5 centimeters.<BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/0d2904fe116541553e57e74e2e283095/images/POP7_01_S.jpg;https://shop.partydeco.pl/media/products/0d2904fe116541553e57e74e2e283095/images/POP7_05_S.jpg;https://shop.partydeco.pl/media/products/0d2904fe116541553e57e74e2e283095/images/POP7_06_S.jpg;https://shop.partydeco.pl/media/products/0d2904fe116541553e57e74e2e283095/images/POP7_07_S.jpg;https://shop.partydeco.pl/media/products/0d2904fe116541553e57e74e2e283095/images/POP7_08_S.jpg;https://shop.partydeco.pl/media/products/0d2904fe116541553e57e74e2e283095/images/POP7_09_S.jpg;https://shop.partydeco.pl/media/products/0d2904fe116541553e57e74e2e283095/images/POP7_10_S.jpg;https://shop.partydeco.pl/media/products/0d2904fe116541553e57e74e2e283095/images/POP7_11_S.jpg,"Products > Boxes / Pouches > Boxes for popcorn","Boxes for popcorn",5.13,23,6.31,PLN,1,300,,PK,6,1,40,95059000,POL,19,1.5,19.3,0.06855,
"Decorative tags Sweets, mix, 8.4 x 6.8cm (1 pkt / 6 pc.)",ZDZ4,5902230705296,"Decorative tags Sweets, mix of designs, 4.3x9 centimeters; 3.5x7 centimeters.<BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/5ce33a13fc27f6e8031b0cd78a93d897/images/ZDZ4_01_S.jpg;https://shop.partydeco.pl/media/products/5ce33a13fc27f6e8031b0cd78a93d897/images/ZDZ4_02_S.jpg;https://shop.partydeco.pl/media/products/5ce33a13fc27f6e8031b0cd78a93d897/images/ZDZ4_03_S.jpg;https://shop.partydeco.pl/media/products/5ce33a13fc27f6e8031b0cd78a93d897/images/ZDZ4_04_S.jpg;https://shop.partydeco.pl/media/products/5ce33a13fc27f6e8031b0cd78a93d897/images/ZDZ4_05_S.jpg;https://shop.partydeco.pl/media/products/5ce33a13fc27f6e8031b0cd78a93d897/images/ZDZ4_06_S.jpg;https://shop.partydeco.pl/media/products/5ce33a13fc27f6e8031b0cd78a93d897/images/ZDZ4_07_S.jpg;https://shop.partydeco.pl/media/products/5ce33a13fc27f6e8031b0cd78a93d897/images/ZDZ4_08_S.jpg;https://shop.partydeco.pl/media/products/5ce33a13fc27f6e8031b0cd78a93d897/images/_sweets_S.jpg,"Products > Cards / Pendants / Labels / Holders > Decorative pendants","Decorative pendants",3.60,23,4.43,PLN,1,14,,PK,6,1,40,95059000,POL,9,0.6,14.8,0.0067,
"Organza pouches, red, 10cm (1 pkt / 20 pc.)",WRG5-007,5902230704244,"Drawstring pouches made of plain organza, red, size 7.5x10 centimeters. Ideal for wedding guest gifts.<BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/e1ee99de6fc555a7f82bef5accac3799/images/WRG5-007_01_S.jpg,"Products > Boxes / Pouches > Organza and satin pouches","Organza and satin pouches",5.88,23,7.23,PLN,1,300,,PK,20,1,50,63079098,CHN,13,2,16,0.02,"'Not intended for contact with food.'"
"Organza pouches, sky blue, 10cm (1 pkt / 20 pc.)",WRG5-011,5902230704183,"Drawstring pouches made of plain organza, sky blue, size 7.5x10 centimeters. Ideal for wedding guest gifts.<BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/f20d92344e01a33ce262236770a0b29a/images/WRG5-011_01_S.jpg,"Products > Boxes / Pouches > Organza and satin pouches","Organza and satin pouches",5.88,23,7.23,PLN,1,300,,PK,20,1,50,63079098,CHN,13,2,16,0.02,"'Not intended for contact with food.'"
"Cupcake Toppers Mini Flags Bee, mix, 7cm (1 pkt / 6 pc.)",FPM3,5902230710597,"Cupcake Toppers Mini Flags Bee, mix of designs, height 7 centimeters.<BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/5110d909ed0cdbd948946c2512110031/images/FPM3_01_S.jpg;https://shop.partydeco.pl/media/products/5110d909ed0cdbd948946c2512110031/images/FPM3_02_S.jpg;https://shop.partydeco.pl/media/products/5110d909ed0cdbd948946c2512110031/images/FPM3_03_S.jpg;https://shop.partydeco.pl/media/products/5110d909ed0cdbd948946c2512110031/images/FPM3_04_S.jpg;https://shop.partydeco.pl/media/products/5110d909ed0cdbd948946c2512110031/images/FPM3_05_S.jpg;https://shop.partydeco.pl/media/products/5110d909ed0cdbd948946c2512110031/images/_pszczolka_S.jpg,"Products > Figurines / Toppers / Cake and cupcake accessories > Cake and cupcake toppers","Cake and cupcake toppers",1.33,23,1.64,PLN,1,300,,PK,6,1,50,95059000,POL,8,0.5,10,0.003,
"Paper lantern, tiffany blue, 35cm",LAP35-011T,5901157495754,"Paper lantern, tiffany blue, diameter 35 centimeters.",https://shop.partydeco.pl/media/products/51bbb19865fe7b507786da838aba9826/images/LAP35-011T_01_S.jpg;https://shop.partydeco.pl/media/products/51bbb19865fe7b507786da838aba9826/images/LAP35-011T_02_S.jpg;https://shop.partydeco.pl/media/products/51bbb19865fe7b507786da838aba9826/images/LAP35-011T_03_S.jpg;https://shop.partydeco.pl/media/products/51bbb19865fe7b507786da838aba9826/images/LAP35-011T_04_S.jpg;https://shop.partydeco.pl/media/products/51bbb19865fe7b507786da838aba9826/images/LAP35-011T_05_S.jpg;https://shop.partydeco.pl/media/products/51bbb19865fe7b507786da838aba9826/images/LAP35-011T_06_S.jpg;https://shop.partydeco.pl/media/products/51bbb19865fe7b507786da838aba9826/images/LAP35-011T_07_S.jpg,"Products > Light decorations / Lanterns > Lanterns > Paper Lanterns","Paper Lanterns",4.24,23,5.22,PLN,1,300,,PC,1,1,30,95059000,CHN,36,0.7,43,0.07665,
"Paper lantern, tiffany blue, 25cm",LAP25-011T,5901157495709,"Paper lantern, tiffany blue, diameter 25 centimeters.",https://shop.partydeco.pl/media/products/6fe84dbcc64e49c43173c181ed55ea48/images/LAP25-011T_01_S.jpg;https://shop.partydeco.pl/media/products/6fe84dbcc64e49c43173c181ed55ea48/images/LAP25-011T_02_S.jpg,"Products > Light decorations / Lanterns > Lanterns > Paper Lanterns","Paper Lanterns",2.73,23,3.36,PLN,0,0,,PC,1,1,30,95059000,CHN,26,0.5,34,0.046,
"Glittery lantern, silver, 25cm",LAPB25-018,5902230711853,"Glittery Lantern, silver, diameter 25 centimeters.",https://shop.partydeco.pl/media/products/5df2f73ac68c5a5a31aba6a03d9e5ee9/images/LAPB25-018_01_S.jpg;https://shop.partydeco.pl/media/products/5df2f73ac68c5a5a31aba6a03d9e5ee9/images/LAPB25-018_02_S.jpg,"Products > Light decorations / Lanterns > Lanterns > Paper Lanterns","Paper Lanterns",4.85,23,5.97,PLN,1,22,,PC,1,1,30,95059000,CHN,26,0.5,34,0.07465,
"Glittery lantern, gold, 25cm",LAPB25-019,5902230711815,"Glittery Lantern, gold, diameter 25 centimeters.",https://shop.partydeco.pl/media/products/7253bf62e51d41f2dfda6d6a40f3917f/images/LAPB25-019_01_S.jpg;https://shop.partydeco.pl/media/products/7253bf62e51d41f2dfda6d6a40f3917f/images/LAPB25-019_02_S.jpg;https://shop.partydeco.pl/media/products/7253bf62e51d41f2dfda6d6a40f3917f/images/LAPB25-019_03_S.jpg,"Products > Light decorations / Lanterns > Lanterns > Paper Lanterns","Paper Lanterns",4.85,23,5.97,PLN,0,0,,PC,1,1,30,95059000,CHN,26,0.5,34,0.07465,
"Glittery lantern, silver, 45cm",LAPB45-018,5902230711877,"Glittery Lantern, silver, diameter 45 centimeters.",https://shop.partydeco.pl/media/products/4c9149f2bb6c86244eb2b07527ba2c14/images/LAPB45-018_01_S.jpg;https://shop.partydeco.pl/media/products/4c9149f2bb6c86244eb2b07527ba2c14/images/LAPB45-018_02_S.jpg,"Products > Light decorations / Lanterns > Lanterns > Paper Lanterns","Paper Lanterns",10.26,23,12.62,PLN,1,226,,PC,1,1,30,95059000,CHN,46,0.6,53.9,0.1659,
"Tissue paper pompom, grey, 35cm",PP35-091,5902230712034,"Tissue paper pompom, grey, size 35 centimeters.",https://shop.partydeco.pl/media/products/4168b8a6ff318a1d7bdebdd917acaf57/images/PP35-091_01_S.jpg;https://shop.partydeco.pl/media/products/4168b8a6ff318a1d7bdebdd917acaf57/images/PP35-091_02_S.jpg,"Products > Hanging decorations > Paper Pompons","Paper Pompons",2.07,23,2.55,PLN,1,50,,PC,1,1,100,95059000,CHN,5,0.7,43.1,0.0342,
"Glittery decorations Star, silver, 5cm (1 pkt / 8 pc.)",DG5-018,5902230710283,"Glittery decorations Star, silver, size 5 centimeters.<BR>(1 pkt / 8 pc.)",https://shop.partydeco.pl/media/products/c104a9f7af346a202ba62f5b3f510915/images/DG5-018_01_S.jpg;https://shop.partydeco.pl/media/products/c104a9f7af346a202ba62f5b3f510915/images/DG5-018_03_S.jpg;https://shop.partydeco.pl/media/products/c104a9f7af346a202ba62f5b3f510915/images/DG5-018_04_S.jpg;https://shop.partydeco.pl/media/products/c104a9f7af346a202ba62f5b3f510915/images/DG5-018_05_S.jpg;https://shop.partydeco.pl/media/products/c104a9f7af346a202ba62f5b3f510915/images/DG5-018_06_S.jpg;https://shop.partydeco.pl/media/products/c104a9f7af346a202ba62f5b3f510915/images/DG5-018_07_S.jpg;https://shop.partydeco.pl/media/products/c104a9f7af346a202ba62f5b3f510915/images/DG5-018_08_S.jpg;https://shop.partydeco.pl/media/products/c104a9f7af346a202ba62f5b3f510915/images/DG5-018_09_S.jpg,"Products > Confetti Cannons / Push Pops / Confetti > Confetti > Confetti party","Confetti party",2.97,23,3.65,PLN,1,144,,PK,8,1,50,39269097,CHN,8,1.3,11,0.0089,
